,Amount
2139,1.0
2140,1.98
2141,89.99
2142,8.99
2143,1.0
2144,12.31
2145,33.45
2146,0.89
2147,440.61
2148,128.94
2149,70.65
2150,18.54
2151,91.0
2152,79.54
2153,65.45
2154,5.0
2155,9.99
2156,360.5
2157,85.0
2158,113.5
2159,19.0
2160,10.65
2161,55.06
2162,10.98
2163,77.16
2164,25.0
2165,1.0
2166,63.7
2167,8.93
2168,99.99
2169,31.28
2170,17.08
2171,1.0
2172,193.9
2173,1.98
2174,296.99
2175,15.41
2176,8.96
2177,123.67
2178,1.0
2179,6.42
2180,5.49
2181,89.99
2182,34.89
2183,70.0
2184,6.27
2185,19.75
2186,23.9
2187,209.42
2188,10.0
2189,1.79
2190,39.95
2191,5.0
2192,10.12
2193,15.0
2194,5.0
2195,35.58
2196,1.18
2197,264.82
2198,49.95
2199,20.39
2200,37.88
2201,125.3
2202,39.95
2203,134.6
2204,12.86
2205,6.95
2206,3.57
2207,1.98
2208,0.76
2209,338.9
2210,0.79
2211,13.37
2212,3.11
2213,66.38
2214,4.99
2215,9.03
2216,2.28
2217,49.95
2218,1.29
2219,1.98
2220,1.29
2221,113.97
2222,26.28
2223,1.0
2224,1.0
2225,3.75
2226,25.8
2227,9.99
2228,22.61
2229,1.0
2230,5.99
2231,100.0
2232,928.5
2233,0.76
2234,144.0
2235,19.99
2236,25.0
2237,144.23
2238,201.47
2239,347.0
2240,13.65
2241,20.0
2242,4.8
2243,1.0
2244,39.99
2245,9.14
2246,3.0
2247,7.38
2248,24.0
2249,2.97
2250,23.19
2251,86.75
2252,69.79
2253,74.99
2254,1.98
2255,12.99
2256,58.36
2257,26.98
2258,63.21
2259,1.5
2260,14.99
2261,15.0
2262,19.77
2263,153.0
2264,4.53
2265,5.31
2266,731.01
2267,49.65
2268,8.94
2269,5.0
2270,29.79
2271,65.62
2272,14.35
2273,10.65
2274,3.5
2275,258.94
2276,0.0
2277,94.76
2278,5.9
2279,12.12
2280,29.95
2281,186.56
2282,8.13
2283,1.0
2284,63.79
2285,184.25
2286,93.41
2287,0.89
2288,6.24
2289,129.0
2290,12.99
2291,428.15
2292,21.85
2293,65.94
2294,2.0
2295,144.84
2296,1.0
2297,17.97
2298,510.98
2299,1.0
2300,262.62
2301,21.77
2302,5.41
2303,1.99
2304,0.77
2305,71.96
2306,43.96
2307,0.0
2308,9.89
2309,108.42
2310,10.0
2311,66.45
2312,50.0
2313,29.51
2314,122.89
2315,12.0
2316,50.0
2317,10.71
2318,11.5
2319,1.98
2320,0.99
2321,500.0
2322,133.6
2323,15.0
2324,10.0
2325,9.47
2326,109.0
2327,1.99
2328,44.99
2329,78.0
2330,30.84
2331,553.9
2332,13.53
2333,3.59
2334,9.99
2335,1.99
2336,14.8
2337,29.91
2338,0.89
2339,1.0
2340,1.0
2341,0.89
2342,235.46
2343,12.99
2344,1.0
2345,255.0
2346,12.99
2347,0.89
2348,27.0
2349,18.39
2350,74.9
2351,179.1
2352,37.0
2353,19.95
2354,70.0
2355,33.0
2356,1.0
2357,45.29
2358,8.99
2359,364.0
2360,1.0
2361,284.74
2362,12.99
2363,269.46
2364,30.58
2365,35.89
2366,1.98
2367,99.2
2368,14.95
2369,2.36
2370,121.66
2371,50.74
2372,9.21
2373,5.99
2374,6.3
2375,0.77
2376,179.9
2377,1.29
2378,10.0
2379,307.7
2380,1.29
2381,15.0
2382,0.89
2383,18.99
2384,27.59
2385,2.05
2386,195.11
2387,39.0
2388,33.13
2389,5.49
2390,46.63
2391,69.56
2392,9.2
2393,62.7
2394,398.0
2395,60.0
2396,12.31
2397,145.42
2398,11.38
2399,45.47
2400,56.0
2401,9.18
2402,0.79
2403,7.4
2404,5.16
2405,190.68
2406,0.76
2407,1.98
2408,259.44
2409,8.99
2410,11.27
2411,34.66
2412,3.94
2413,8.99
2414,1.0
2415,19.99
2416,63.9
2417,4.49
2418,1.98
2419,34.66
2420,25.0
2421,420.0
2422,5.0
2423,11.0
2424,100.0
2425,0.89
2426,1.79
2427,1.0
2428,8.56
2429,7.44
2430,1.29
2431,30.0
2432,2.7
2433,8.99
2434,91.0
2435,248.0
2436,45.0
2437,71.0
2438,65.0
2439,77.32
2440,45.51
2441,16.99
2442,16.28
2443,7.55
2444,1.0
2445,119.9
2446,1.0
2447,56.88
2448,39.99
2449,1733.78
2450,5.58
2451,50.0
2452,40.5
2453,0.89
2454,7.81
2455,2.15
2456,1.0
2457,9.99
2458,28.56
2459,4.0
2460,3.6
2461,19.51
2462,2.0
2463,1.98
2464,0.77
2465,48.0
2466,1.51
2467,226.4
2468,11.27
2469,11.5
2470,103.99
2471,72.94
2472,12.48
2473,1.79
2474,302.98
2475,10.62
2476,95.0
2477,113.0
2478,9.99
2479,69.5
2480,1.98
2481,39.65
2482,26.4
2483,56.8
2484,9.99
2485,3.98
2486,1.98
2487,31.9
2488,49.7
2489,1.29
2490,6.99
2491,67.0
2492,62.25
2493,12.59
2494,97.34
2495,1.98
2496,4.49
2497,1.29
2498,52.0
2499,1.0
2500,166.56
2501,3.76
2502,97.01
2503,140.0
2504,17.99
2505,14.0
2506,39.0
2507,8.0
2508,0.0
2509,19.95
2510,9.99
2511,3.39
2512,144.27
2513,16.0
2514,9.0
2515,29.56
2516,110.9
2517,120.95
2518,1.29
2519,48.0
2520,63.61
2521,93.82
2522,1.29
2523,1457.0
2524,1.0
2525,35.9
2526,53.8
2527,0.76
2528,19.9
2529,5.2
2530,15.95
2531,7.13
2532,0.76
2533,1.9
2534,3.15
2535,217.68
2536,30.3
2537,7.87
2538,30.85
2539,1.98
2540,316.9
2541,18.92
2542,384.91
2543,21.58
2544,2.69
2545,10.65
2546,0.99
2547,16.0
2548,100.0
2549,39.08
2550,160.01
2551,4.95
2552,42.0
2553,720.35
2554,23.39
2555,61.0
2556,152.14
2557,0.77
2558,5.93
2559,15.95
2560,0.02
2561,7.68
2562,9.66
2563,1.79
2564,493.9
2565,17.33
2566,7.68
2567,78.0
2568,12.99
2569,6.0
2570,7.7
2571,104.35
2572,23.99
2573,35.99
2574,461.0
2575,23.49
2576,12.27
2577,40.0
2578,126.34
2579,33.9
2580,314.8
2581,25.0
2582,1.98
2583,1090.0
2584,16.91
2585,11.41
2586,7.83
2587,1.0
2588,2.69
2589,146.0
2590,2.72
2591,41.75
2592,68.43
2593,0.76
2594,13.45
2595,4.73
2596,135.94
2597,45.0
2598,10.02
2599,4.77
2600,47.85
2601,510.0
2602,7.57
2603,25.99
2604,4.6
2605,327.0
2606,114.2
2607,220.58
2608,54.18
2609,15.6
2610,11.5
2611,29.99
2612,89.9
2613,37.0
2614,2.28
2615,0.95
2616,30.23
2617,72.09
2618,4.49
2619,17.99
2620,35.15
2621,6.26
2622,26.26
2623,19.99
2624,13.52
2625,11.27
2626,514.96
2627,25.14
2628,38.21
2629,8.99
2630,468.9
2631,4.99
2632,10.0
2633,274.5
2634,158.29
2635,29.0
2636,4.91
2637,15.21
2638,1.98
2639,127.69
2640,55.83
2641,1.98
2642,77.65
2643,7.38
2644,9.99
2645,170.0
2646,149.98
2647,0.89
2648,32.86
2649,239.85
2650,88.78
2651,1.79
2652,22.0
2653,4.99
2654,8.99
2655,53.34
2656,0.76
2657,85.8
2658,60.0
2659,8.4
2660,12.4
2661,60.0
2662,219.0
2663,34.95
2664,15.0
2665,168.41
2666,1.84
2667,1.78
2668,68.97
2669,1.18
2670,437.44
2671,54.95
2672,1.0
2673,99.09
2674,7.53
2675,257.0
2676,237.66
2677,0.0
2678,5.99
2679,52.47
2680,3.99
2681,1.0
2682,15.88
2683,89.95
2684,1.29
2685,156.0
2686,25.7
2687,0.77
2688,8.43
2689,5.49
2690,60.1
2691,35.24
2692,90.01
2693,7.41
2694,32.8
2695,10.0
2696,79.0
2697,2.99
2698,4.49
2699,72.0
2700,31.28
2701,4.8
2702,10.0
2703,9.9
2704,2.0
2705,1.98
2706,7.99
2707,5.99
2708,3.7
2709,1.79
2710,2.61
2711,70.9
2712,2.28
2713,129.9
2714,0.89
2715,126.55
2716,113.41
2717,1.98
2718,24.0
2719,100.0
2720,4.86
2721,39.8
2722,10.99
2723,695.0
2724,54.0
2725,1.98
2726,99.95
2727,0.76
2728,7.49
2729,77.75
2730,145.0
2731,11.5
2732,2.69
2733,3.6
2734,60.0
2735,136.5
2736,12.31
2737,11.5
2738,4.49
2739,1.98
2740,49.0
2741,35.9
2742,1.98
2743,275.0
2744,14.0
2745,9.99
2746,100.0
2747,1.29
2748,13.38
2749,600.0
2750,21.95
2751,2.5
2752,49.38
2753,46.15
2754,68.9
2755,25.0
2756,6.99
2757,1.97
2758,6.04
2759,3.27
2760,5.0
2761,49.93
2762,3.81
2763,158.0
2764,69.91
2765,268.0
2766,291.5
2767,6.15
2768,9.99
2769,17.95
2770,40.46
2771,150.0
2772,1.0
2773,55.5
2774,56.51
2775,197.84
2776,129.0
2777,3.59
2778,46.49
2779,11.5
2780,1.98
2781,32.0
2782,18.95
2783,204.49
2784,6.99
2785,11.5
2786,9.0
2787,717.2
2788,45.95
2789,104.97
2790,8.07
2791,63.0
2792,1.0
2793,4.99
2794,22.72
2795,36.0
2796,258.98
2797,9.99
2798,2.69
2799,82.47
2800,9.99
2801,0.97
2802,36.54
2803,8.99
2804,68.35
2805,1.98
2806,92.8
2807,9.99
2808,41.58
2809,31.13
2810,28.0
2811,785.62
2812,31.52
2813,1.61
2814,64.05
2815,83.9
2816,378.0
2817,9.99
2818,1.0
2819,0.0
2820,31.2
2821,0.76
2822,34.09
2823,10.62
2824,9.99
2825,2.69
2826,11.85
2827,0.89
2828,14.98
2829,118.58
2830,70.23
2831,11.15
2832,117.4
2833,0.76
2834,25.0
2835,37.22
2836,191.12
2837,4.49
2838,7.51
2839,25.0
2840,1.52
2841,27.99
2842,367.61
2843,24.9
2844,1.29
2845,15.0
2846,47.2
2847,11.27
2848,162.84
2849,25.5
2850,5.99
2851,35.99
2852,670.0
2853,11.0
2854,46.0
2855,173.3
2856,22.89
2857,229.0
2858,60.35
2859,98.3
2860,9.85
2861,91.7
2862,35.0
2863,9.85
2864,3.84
2865,126.0
2866,236.6
2867,6.43
2868,253.99
2869,17.99
2870,2.69
2871,1.0
2872,105.93
2873,24.9
2874,19.95
2875,0.67
2876,11.5
2877,37.0
2878,13.49
2879,15.95
2880,89.99
2881,8.65
2882,267.54
2883,11.5
2884,30.0
2885,1.98
2886,3.08
2887,6.56
2888,37.92
2889,281.99
2890,24.6
2891,39.99
2892,1.98
2893,9.99
2894,0.0
2895,29.0
2896,149.5
2897,0.89
2898,5.0
2899,40.36
2900,19.02
2901,99.14
2902,1.98
2903,29.99
2904,90.0
2905,75.66
2906,4.49
2907,28.19
2908,113.03
2909,465.09
2910,11.8
2911,1.0
2912,10.46
2913,160.63
2914,11.27
2915,23.9
2916,50.76
2917,8.49
2918,39.75
2919,66.0
2920,3.99
2921,9.99
2922,19.9
2923,20.0
2924,19.33
2925,150.0
2926,70.52
2927,192.1
2928,602.55
2929,14.9
2930,112.0
2931,279.93
2932,15.5
2933,126.0
2934,7.7
2935,8.07
2936,132.82
2937,55.15
2938,5.07
2939,1.98
2940,70.0
2941,573.84
2942,30.0
2943,11.91
2944,11.5
2945,116.0
2946,1.29
2947,19.95
2948,54.0
2949,39.99
2950,144.5
2951,20.0
2952,16.99
2953,180.0
2954,49.85
2955,15.0
2956,25.9
2957,45.0
2958,1.0
2959,24.0
2960,608.88
2961,49.51
2962,221.19
2963,86.0
2964,15.0
2965,61.6
2966,60.5
2967,3.73
2968,36.0
2969,70.0
2970,72.43
2971,34.74
2972,39.95
2973,5.99
2974,69.32
2975,149.88
2976,33.5
2977,15.94
2978,180.0
2979,3.3
2980,24.99
2981,429.35
2982,13.27
2983,100.0
2984,2.69
2985,23.31
2986,6.24
2987,181.54
2988,119.7
2989,99.99
2990,170.0
2991,127.3
2992,1.54
2993,19.95
2994,28.09
2995,1.0
2996,264.0
2997,1.0
2998,19.92
2999,49.98
3000,270.0
3001,7.32
3002,54.95
3003,9.99
3004,212.82
3005,203.0
3006,0.76
3007,0.01
3008,4.99
3009,452.34
3010,12.9
3011,12.98
3012,11.85
3013,29.99
3014,830.0
3015,178.48
3016,3.98
3017,15.0
3018,31.93
3019,12.01
3020,39.55
3021,9.99
3022,136.0
3023,64.27
3024,106.04
3025,137.0
3026,6.27
3027,226.35
3028,8.77
3029,93.5
3030,5.0
3031,2.1
3032,19.99
3033,38.0
3034,8.27
3035,132.7
3036,204.0
3037,315.0
3038,29.58
3039,20.16
3040,276.61
3041,22.0
3042,42.73
3043,99.95
3044,97.9
3045,139.72
3046,381.83
3047,99.0
3048,10.0
3049,168.0
3050,99.99
3051,56.93
3052,230.0
3053,79.87
3054,73.86
3055,2.61
3056,0.89
3057,69.0
3058,57.37
3059,117.99
3060,1.49
3061,59.15
3062,100.0
3063,5.99
3064,218.0
3065,1.98
3066,17.99
3067,8.34
3068,1.79
3069,1.98
3070,100.0
3071,64.99
3072,129.0
3073,13.43
3074,0.12
3075,158.0
3076,1.98
3077,47.85
3078,180.0
3079,0.77
3080,1.3
3081,1.52
3082,1.0
3083,324.2
3084,120.9
3085,3.37
3086,149.0
3087,4.99
3088,4.99
3089,3.95
3090,308.07
3091,10.0
3092,10.0
3093,207.0
3094,14.0
3095,82.0
3096,170.74
3097,99.0
3098,1.98
3099,8.49
3100,8.0
3101,14.31
3102,1.99
3103,179.89
3104,5.36
3105,1.0
3106,136.7
3107,11.36
3108,55.0
3109,96.88
3110,11.8
3111,4.49
3112,145.0
3113,1.51
3114,56.02
3115,75.08
3116,22.0
3117,476.43
3118,300.0
3119,38.46
3120,25.0
3121,139.95
3122,28.34
3123,152.65
3124,1208.0
3125,82.12
3126,407.14
3127,15.27
3128,1.0
3129,9.99
3130,14.0
3131,19.6
3132,19.99
3133,124.87
3134,7.99
3135,186.76
3136,102.0
3137,126.0
3138,89.99
3139,15.0
3140,19.98
3141,61.92
3142,10.0
3143,44.0
3144,1.0
3145,11.83
3146,5.37
3147,71.0
3148,1.79
3149,85.75
3150,15.0
3151,112.0
3152,234.2
3153,1.98
3154,1.0
3155,1424.93
3156,1.0
3157,12.13
3158,9.99
3159,1.0
3160,20.0
3161,120.0
3162,14.09
3163,68.86
3164,1.61
3165,79.99
3166,6.99
3167,2.99
3168,61.66
3169,200.58
3170,15.16
3171,25.95
3172,29.26
3173,11.99
3174,105.4
3175,24.14
3176,4.89
3177,69.0
3178,76.83
3179,71.56
3180,39.95
3181,0.76
3182,9.34
3183,60.0
3184,10.0
3185,1.98
3186,23.39
3187,152.65
3188,3.59
3189,26.89
3190,29.0
3191,6.0
3192,1.0
3193,3.7
3194,102.0
3195,8.97
3196,2150.0
3197,0.98
3198,0.0
3199,76.07
3200,8.8
3201,0.77
3202,7.48
3203,169.95
3204,183.2
3205,78.99
3206,61.41
3207,285.46
3208,350.0
3209,25.82
3210,258.95
3211,25.62
3212,159.0
3213,189.59
3214,18.0
3215,33.2
3216,418.67
3217,59.9
3218,5.93
3219,28.8
3220,17.99
3221,20.6
3222,4.49
3223,2.58
3224,27.99
3225,17.6
3226,23.2
3227,269.73
3228,195.74
3229,60.0
3230,15.99
3231,10.97
3232,98.8
3233,22.38
3234,1.98
3235,9.99
3236,19.0
3237,2199.28
3238,0.01
3239,21.0
3240,50.0
3241,10.0
3242,22.71
3243,75.98
3244,1.79
3245,1.0
3246,15.0
3247,49.9
3248,59.72
3249,34.79
3250,285.7
3251,5.49
3252,11.27
3253,3.59
3254,1.0
3255,20.0
3256,20.0
3257,15.0
3258,25.94
3259,7.14
3260,3.99
3261,17.5
3262,60.31
3263,0.69
3264,275.48
3265,57.88
3266,95.47
3267,131.33
3268,20.92
3269,158.47
3270,77.67
3271,9.99
3272,6.99
3273,10.14
3274,4.49
3275,8.94
3276,0.89
3277,24.94
3278,285.7
3279,10.0
3280,1.98
3281,1.79
3282,20.0
3283,65.0
3284,1.79
3285,196.0
3286,39.96
3287,38.18
3288,24.35
3289,7.7
3290,2.68
3291,14.95
3292,50.0
3293,8.93
3294,3.8
3295,10.0
3296,35.9
3297,105.44
3298,98.0
3299,33.89
3300,1.98
3301,17.09
3302,32.0
3303,365.58
3304,11.49
3305,4.59
3306,1.79
3307,61.08
3308,18.74
3309,29.95
3310,91.5
3311,119.44
3312,30.71
3313,11.98
3314,62.48
3315,34.95
3316,133.0
3317,46.78
3318,1.0
3319,17.33
3320,385.77
3321,15.0
3322,10.57
3323,55.39
3324,11.5
3325,5.49
3326,9.99
3327,3.98
3328,1.98
3329,48.0
3330,7.56
3331,5.16
3332,99.0
3333,137.35
3334,0.0
3335,19.99
3336,1.09
3337,21.65
3338,1.98
3339,1.0
3340,4.13
3341,19.95
3342,110.0
3343,0.89
3344,10.59
3345,0.75
3346,0.0
3347,0.77
3348,1000.0
3349,142.5
3350,9.99
3351,20.2
3352,8.91
3353,1.46
3354,5.16
3355,22.08
3356,14.57
3357,40.0
3358,178.17
3359,14.99
3360,120.4
3361,105.57
3362,179.37
3363,1.0
3364,44.0
3365,90.0
3366,37.93
3367,1.79
3368,59.7
3369,6.45
3370,240.07
3371,0.89
3372,3.04
3373,15.95
3374,19.6
3375,10.0
3376,104.6
3377,4.49
3378,1.0
3379,1.29
3380,1.0
3381,65.0
3382,100.0
3383,1.98
3384,1.0
3385,113.46
3386,2.5
3387,27.44
3388,67.46
3389,1.0
3390,15.0
3391,21.87
3392,0.89
3393,1.0
3394,19.4
3395,14.95
3396,1618.42
3397,17.48
3398,8.98
3399,2.69
3400,30.0
3401,75.8
3402,7.57
3403,6.28
3404,1.5
3405,0.01
3406,16.07
3407,63.7
3408,9.99
3409,26.48
3410,284.85
3411,29.99
3412,53.89
3413,6.5
3414,11.49
3415,8.94
3416,9.99
3417,30.34
3418,0.76
3419,39.84
3420,301.0
3421,4.99
3422,60.0
3423,17.99
3424,139.95
3425,256.71
3426,1.0
3427,542.83
3428,83.9
3429,51.31
3430,43.0
3431,1.98
3432,24.0
3433,550.0
3434,0.0
3435,82.9
3436,39.0
3437,209.94
3438,0.76
3439,38.45
3440,64.89
3441,3.7
3442,0.92
3443,5.0
3444,98.82
3445,36.34
3446,29.0
3447,7.81
3448,1.46
3449,66.85
3450,1.0
3451,14.9
3452,68.02
3453,211.37
3454,291.85
3455,29.0
3456,8.99
3457,114.98
3458,39.8
3459,11.96
3460,366.0
3461,0.12
3462,40.0
3463,9.99
3464,72.48
3465,12.0
3466,32.0
3467,139.33
3468,601.12
3469,697.92
3470,15.99
3471,29.6
3472,8.0
3473,100.0
3474,1.18
3475,67.72
3476,129.85
3477,38.57
3478,275.66
3479,3908.0
3480,16.99
3481,2.0
3482,50.0
3483,0.89
3484,71.09
3485,400.75
3486,1.0
3487,40.0
3488,43.9
3489,0.89
3490,27.2
3491,19.66
3492,101.0
3493,28.75
3494,1.0
3495,138.0
3496,113.0
3497,22.84
3498,103.35
3499,51.0
3500,240.0
3501,20.49
3502,222.78
3503,1.0
3504,108.9
3505,1.5
3506,330.0
3507,1982.92
3508,451.34
3509,9.99
3510,208.67
3511,30.0
3512,9.86
3513,294.98
3514,8.99
3515,78.12
3516,4.56
3517,5.55
3518,21.5
3519,291.62
3520,28.44
3521,59.99
3522,776.8
3523,37.83
3524,75.8
3525,170.0
3526,59.9
3527,1.98
3528,6.15
3529,6.0
3530,72.24
3531,119.95
3532,2.97
3533,16.13
3534,22.6
3535,206.44
3536,2.37
3537,180.0
3538,27.0
3539,72.9
3540,336.0
3541,21.0
3542,472.0
3543,5.19
3544,75.0
3545,6.25
3546,164.38
3547,15.92
3548,6.6
3549,9.17
3550,29.9
3551,17.97
3552,10.0
3553,12.99
3554,1.0
3555,11.5
3556,116.0
3557,1024.58
3558,12.99
3559,0.89
3560,1.0
3561,8.99
3562,453.22
3563,1.98
3564,9.47
3565,66.7
3566,30.0
3567,5.14
3568,14.39
3569,40.0
3570,59.4
3571,8.9
3572,77.0
3573,23.26
3574,176.0
3575,5.75
3576,0.76
3577,3.59
3578,0.0
3579,100.47
3580,191.0
3581,29.95
3582,143.8
3583,1.35
3584,48.95
3585,17.0
3586,577.46
3587,19.95
3588,25.0
3589,21.59
3590,25.0
3591,110.0
3592,2.12
3593,0.49
3594,0.99
3595,12.0
3596,87.0
3597,15.0
3598,9.95
3599,20.0
3600,29.99
3601,642.45
3602,14.95
3603,34.9
3604,29.99
3605,19.95
3606,1.98
3607,1008.99
3608,15.0
3609,1.54
3610,1.29
3611,49.95
3612,187.03
3613,50.0
3614,152.94
3615,14.99
3616,18.65
3617,8.0
3618,1.29
3619,159.09
3620,46.97
3621,15.0
3622,212.0
3623,80.1
3624,12.99
3625,12.99
3626,90.0
3627,14.48
3628,54.99
3629,45.99
3630,180.98
3631,21.08
3632,149.9
3633,92.0
3634,0.99
3635,2.23
3636,6.0
3637,24.1
3638,0.89
3639,18.98
3640,151.67
3641,11.52
3642,89.0
3643,4.49
3644,1.0
3645,2.28
3646,20.99
3647,20.92
3648,25.0
3649,26.76
3650,0.77
3651,44.9
3652,20.87
3653,10.6
3654,8.99
3655,19.98
3656,78.13
3657,121.53
3658,258.05
3659,201.33
3660,85.25
3661,402.9
3662,49.99
3663,16.8
3664,19.29
3665,731.68
3666,8.98
3667,3.58
3668,1.79
3669,9.99
3670,38.75
3671,20.0
3672,11.85
3673,1.0
3674,133.0
3675,9.88
3676,12.31
3677,78.36
3678,90.0
3679,6.66
3680,135.0
3681,9.99
3682,45.0
3683,1.88
3684,1.0
3685,2.49
3686,52.73
3687,336.23
3688,36.29
3689,1.0
3690,5.99
3691,25.0
3692,1.0
3693,40.0
3694,143.1
3695,23.0
3696,0.89
3697,17.0
3698,31.99
3699,2.49
3700,30.27
3701,83.3
3702,1.0
3703,46.97
3704,0.99
3705,7.68
3706,7.49
3707,64.99
3708,98.44
3709,7.51
3710,882.54
3711,1.0
3712,36.41
3713,1.0
3714,26.99
3715,552.89
3716,29.22
3717,300.0
3718,1.98
3719,2.89
3720,1.98
3721,1.98
3722,0.98
3723,3.98
3724,127.38
3725,168.95
3726,24.99
3727,603.65
3728,100.0
3729,9.49
3730,0.99
3731,71.5
3732,5.0
3733,40.0
3734,10.45
3735,10.09
3736,74.99
3737,234.95
3738,1.5
3739,139.98
3740,59.9
3741,5.95
3742,1.0
3743,31.4
3744,0.76
3745,0.77
3746,2.49
3747,81.82
3748,130.9
3749,74.95
3750,50.0
3751,45.9
3752,1.0
3753,154.57
3754,1321.12
3755,6.99
3756,9.99
3757,120.0
3758,34.0
3759,1.0
3760,1.98
3761,81.5
3762,467.76
3763,378.84
3764,0.99
3765,40.0
3766,45.0
3767,88.1
3768,58.49
3769,203.8
3770,149.97
3771,20.0
3772,0.77
3773,170.88
3774,4.88
3775,42.6
3776,32.99
3777,380.9
3778,70.0
3779,65.0
3780,25.0
3781,0.99
3782,1.0
3783,4.99
3784,27.83
3785,0.89
3786,12.31
3787,1.0
3788,69.0
3789,34.14
3790,89.76
3791,35.33
3792,26.08
3793,26.44
3794,55.53
3795,61.0
3796,51.94
3797,1.29
3798,10.99
3799,7.7
3800,99.99
3801,4.0
3802,30.0
3803,0.76
3804,19.99
3805,29.0
3806,65.9
3807,3.76
3808,2.69
3809,23.85
3810,4.49
3811,8.49
3812,189.49
3813,241.67
3814,51.84
3815,1.98
3816,1610.6
3817,29.0
3818,11.5
3819,24.3
3820,3.74
3821,6.0
3822,236.6
3823,39.9
3824,13.56
3825,0.76
3826,9.5
3827,44.92
3828,144.0
3829,4.49
3830,103.16
3831,39.99
3832,121.5
3833,100.0
3834,911.79
3835,54.99
3836,19.42
3837,91.27
3838,1.0
3839,9.99
3840,5.99
3841,232.54
3842,3.69
3843,5.06
3844,46.35
3845,80.33
3846,14.95
3847,10.0
3848,17.97
3849,46.0
3850,10.0
3851,3.96
3852,0.99
3853,71.0
3854,6.95
3855,11.99
3856,299.0
3857,229.54
3858,112.76
3859,14.9
3860,120.97
3861,9.8
3862,6.0
3863,41.42
3864,1.5
3865,11.0
3866,10.74
3867,3.59
3868,561.5
3869,239.69
3870,1.98
3871,95.31
3872,1.0
3873,2.31
3874,1.98
3875,0.8
3876,64.34
3877,89.34
3878,39.94
3879,14.99
3880,1.5
3881,80.45
3882,282.98
3883,66.25
3884,29.0
3885,15.99
3886,8.13
3887,852.99
3888,79.97
3889,286.0
3890,1.99
3891,176.0
3892,25.0
3893,136.54
3894,20.8
3895,389.35
3896,252.0
3897,6.23
3898,1.22
3899,4.49
3900,14.84
3901,130.22
3902,360.0
3903,9.46
3904,27.74
3905,1.46
3906,190.16
3907,14.99
3908,50.96
3909,2.69
3910,1.0
3911,8.12
3912,1.46
3913,33.8
3914,1.0
3915,13.53
3916,0.77
3917,10.0
3918,99.0
3919,0.89
3920,70.81
3921,4.95
3922,1.29
3923,1.29
3924,10.99
3925,254.89
3926,101.92
3927,11.85
3928,19.99
3929,4.78
3930,465.0
3931,317.77
3932,32.15
3933,99.9
3934,9.89
3935,1.79
3936,0.89
3937,35.0
3938,7.6
3939,1.0
3940,146.0
3941,56.49
3942,0.9
3943,1.79
3944,153.36
3945,4.99
3946,59.0
3947,499.0
3948,35.91
3949,210.0
3950,6.99
3951,795.29
3952,38.03
3953,119.99
3954,11.37
3955,31.54
3956,50.0
3957,4.99
3958,193.64
3959,35.45
3960,34.9
3961,193.57
3962,5.0
3963,0.99
3964,51.59
3965,0.99
3966,242.95
3967,4.99
3968,3.57
3969,1.0
3970,30.0
3971,234.8
3972,1.79
3973,1.0
3974,59.14
3975,20.0
3976,34.9
3977,10.69
3978,287.53
3979,9.99
3980,1.0
3981,8.97
3982,207.79
3983,1.79
3984,7.5
3985,8.9
3986,0.76
3987,399.76
3988,0.76
3989,22.99
3990,1.0
3991,1.0
3992,1.98
3993,2.58
3994,593.47
3995,12.49
3996,5.64
3997,144.0
3998,31.78
3999,12.13
4000,138.72
4001,18.03
4002,8.2
4003,11.99
4004,30.0
4005,15.99
4006,7.0
4007,1.0
4008,10.0
4009,30.0
4010,590.29
4011,87.64
4012,27.99
4013,0.76
4014,0.75
4015,89.02
4016,114.0
4017,30.0
4018,3.59
4019,0.76
4020,15.14
4021,4.49
4022,17.22
4023,134.81
4024,18.21
4025,4.49
4026,11.96
4027,35.44
4028,1000.0
4029,0.77
4030,63.95
4031,119.44
4032,3.82
4033,99.0
4034,2.92
4035,99.0
4036,590.43
4037,22.15
4038,8.78
4039,10.59
4040,11.84
4041,21.86
4042,24.74
4043,5.49
4044,1.89
4045,77.9
4046,14.4
4047,50.0
4048,1.0
4049,2.69
4050,7.99
4051,20.0
4052,14.7
4053,3.6
4054,11.71
4055,54.95
4056,1.0
4057,5.0
4058,9.99
4059,9.4
4060,153.0
4061,1568.07
4062,36.24
4063,15.0
4064,1035.0
4065,93.95
4066,1408.27
4067,86.0
4068,235.8
4069,9.85
4070,1.0
4071,1.0
4072,34.97
4073,5.49
4074,6.0
4075,0.99
4076,10.9
4077,1.0
4078,0.99
4079,11.27
4080,0.89
4081,7.99
4082,60.0
4083,160.0
4084,29.99
4085,0.89
4086,12.28
4087,59.95
4088,35.95
4089,1.0
4090,37.93
4091,15.0
4092,122.86
4093,14.99
4094,18.57
4095,80.97
4096,148.9
4097,652.72
4098,4.99
4099,36.24
4100,9.99
4101,8.8
4102,1.79
4103,1.99
4104,6.54
4105,2.85
4106,15.0
4107,33.39
4108,498.15
4109,12.71
4110,89.9
4111,13.99
4112,1.79
4113,200.0
4114,20.0
4115,24.74
4116,7.5
4117,4.49
4118,22.74
4119,740.5
4120,0.89
4121,5.78
4122,1.29
4123,399.95
4124,1071.5
4125,15.0
4126,1.5
4127,1.0
4128,18.92
4129,16.45
4130,1.98
4131,11.27
4132,1.0
4133,0.76
4134,215.99
